Source:,"EM-DAT, CRED / UCLouvain, Brussels, Belgium",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-0556-CHN,2000,0556,Natural,Meteorological,Storm,Tropical cyclone,,Prapiroon,Affect,China,CHN,Eastern Asia,Asia,"Xiangshui Xian area (Yancheng district, Jiangsu Sheng province)",,,,,,,,,Kph,,,,,2000,8,,2000,8,,4,80,,37690,37770,,,10,67.35575898
2000-0605-CHN,2000,0605,Natural,Meteorological,Storm,Tropical cyclone,,Wukong,Affect,China,CHN,Eastern Asia,Asia,Hainan Sheng province,,,,,,,,,Kph,,,,,2000,9,9,2000,9,9,6,,2400000,,2400000,,,,67.35575898
2000-0831-LKA,2000,0831,Natural,Meteorological,Storm,Tropical cyclone,,04B,Affect,Sri Lanka,LKA,Southern Asia,Asia,"Ampara, Batticaloa, Trincomalee districts (Eastern province), Anuradhapura, Polonnaruwa districts (North Central province), Mannar district (Northern province)",,Rain,Surge,Yes,,,282,150,Kph,,,,,2000,12,24,2000,12,28,5,,375000,,375000,,,,67.35575898
2000-0178-MDG,2000,0178,Natural,Meteorological,Storm,Tropical cyclone,,Hudah,Affect,Madagascar,MDG,Eastern Africa,Africa,"Antalaha, Sambava, Andapa districts (Sava province), Maroantsetra district (Analanjirofo province), Bealanana district (Sofia province)",,Rain,,,Yes,,,300,Kph,,,,,2000,4,2,2000,4,2,23,1,369271,,369272,,,,67.35575898
2000-0107-MDG,2000,0107,Natural,Meteorological,Storm,Tropical cyclone,,"Eline, Gloria",Kill,Madagascar,MDG,Eastern Africa,Africa,"Marolambo, Antanambao Manampontsy, Mahanoro, Vatomandry, Brickaville districts (Atsinanana province), Ambositra district (Amoron I Mania province), Antananarivo Avaradrano, Andramasina, Manjakandriana districts (Analamanga province), Ambatolampy, Antsirabe II, Antanifotsy districts (Vakinankaratra province), Antalaha, Sambava, Andapa, Vohemar districts (Sava province), Morondava, Belo Sur Tsiribihina, Mahabo districts (Menabe province), Morombe district (Atsimo Andrefana province), Maroantsetra district (Analanjirofo province)",,Flood,,Yes,,Yes,8840,,Kph,,,,,2000,2,17,2000,3,11,130,,736937,,736937,,,9000,67.35575898
2000-0257-PHL,2000,0257,Natural,Meteorological,Storm,Tropical cyclone,,Biring,Affect,Philippines (the),PHL,South-Eastern Asia,Asia,"National Capital region (NCR), Region III (Central Luzon) provinces",,Flood,,,,,,,Kph,,,,,2000,5,18,2000,5,18,12,4,235885,,235889,,,1201,67.35575898
2000-0572-PRK,2000,0572,Natural,Meteorological,Storm,Tropical cyclone,,"Prapiroon ""12""",Kill,Korea (the Democratic People's Republic of),PRK,Eastern Asia,Asia,"Kangwon-do, Hamgyong-bukto, Hamgyong-namdo, Yanggang-do, P'yongan-bukto, Hwanghae-bukto, Kaesong-si provinces",,Surge,,,Yes,,466,,Kph,,,,,2000,8,31,2000,9,4,46,180,480000,147000,627180,,,6000000,67.35575898
2000-0323-IND,2000,0323,Natural,Meteorological,Storm,Tropical cyclone,,,Waiting,India,IND,Southern Asia,Asia,Andhra Pradesh province,,,,,,,4812,100,Kph,,,,,2000,10,17,2000,10,17,,,,,,,,,67.35575898
2000-0785-IND,2000,0785,Natural,Meteorological,Storm,Tropical cyclone,,03B,Affect,India,IND,Southern Asia,Asia,"Nagappattinam, Thanjavur, Sirkali, Papanasam, Tiruvallur, Tiruvarur areas (Cuddalore district, Tamil Nadu province), Andhra Pradesh province",,,,,,,,120,Kph,,,,,2000,11,29,2000,11,29,,,30000,,30000,,,,67.35575898
2000-0447-JPN,2000,0447,Natural,Meteorological,Storm,Tropical cyclone,,Kirogi,Affect,Japan,JPN,Eastern Asia,Asia,Tookyoo province,,,,,,,,126,Kph,,,,,2000,7,8,2000,7,9,4,,900,,900,,200000,300000,67.35575898
2000-0576-JPN,2000,0576,Natural,Meteorological,Storm,Tropical cyclone,,Saomai,Affect,Japan,JPN,Eastern Asia,Asia,"Aiti, Mie, Gifu provinces",,,,,,,,160,Kph,,,,,2000,9,11,2000,9,14,9,41,180000,,180041,,1050000,1400000,67.35575898
2000-0550-KOR,2000,0550,Natural,Meteorological,Storm,Tropical cyclone,,Prapiroon (Typhoon n°12),Kill,Korea (the Republic of),KOR,Eastern Asia,Asia,"Chollabuk-do, Chungchongnam-do, Cheju-do provinces",,,,,,,,209,Kph,,,,,2000,8,31,2000,8,31,25,,,300,300,,,11300,67.35575898
2000-0601-KOR,2000,0601,Natural,Meteorological,Storm,Tropical cyclone,,Saomai,Waiting,Korea (the Republic of),KOR,Eastern Asia,Asia,"Kyongsangbuk-do, Kyongsangnam-do provinces",,,,,,,,,Kph,,,,,2000,9,16,2000,9,16,8,,,411,411,,,71000,67.35575898
2000-0643-MEX,2000,0643,Natural,Meteorological,Storm,Tropical cyclone,,Keith,Affect,Mexico,MEX,Central America,Americas,"Puebla, Campeche, Quintana Roo, Yucatan, Veracruz, Chiapas, Oaxaca, Tabasco, Tamaulipas provinces",,,,,,,,150,Kph,,,,,2000,9,29,2000,10,3,23,,30000,,30000,,,1000,67.35575898
2000-0107-MOZ,2000,0107,Natural,Meteorological,Storm,Tropical cyclone,,"Eline, Gloria",Kill,Mozambique,MOZ,Eastern Africa,Africa,"Cabo Delgado, Gaza, Inhambane, Manica, Nampula, Niassa, Sofala, Tete, Zambezia, Maputo, Lago niassa provinces",,,,,,,,,Kph,,,,,2000,2,18,2000,2,23,17,,,,,,,1000,67.35575898
2000-0178-MOZ,2000,0178,Natural,Meteorological,Storm,Tropical cyclone,,Hudah,Affect,Mozambique,MOZ,Eastern Africa,Africa,"Angoche, Moma, Mogincual districts (Nampula province)",,,,,,,,,Kph,,,,,2000,4,2,2000,4,2,1,4,,300,304,,,,67.35575898
2000-0644-NIC,2000,0644,Natural,Meteorological,Storm,Tropical cyclone,,Keith,Affect,Nicaragua,NIC,Central America,Americas,"Léon, Chinandega, Managua, Granada, Rivas provinces",,,,,,,,,Kph,,,,,2000,9,29,2000,10,3,1,,2300,,2300,,,1000,67.35575898
2000-0396-PHL,2000,0396,Natural,Meteorological,Storm,Tropical cyclone,,Kirogi,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,National Capital region (NCR) province,,,,,,,,185,Kph,,,,,2000,7,5,2000,7,5,11,,,120000,120000,,,7500,67.35575898
2000-0397-PHL,2000,0397,Natural,Meteorological,Storm,Tropical cyclone,,Kai-Tak (Edeng),Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Caloocan, Manioma, Quezon cities (Metropolitan Manila district, National Capital region (NCR) province), Mindoro Oriental district (Region IV (Southern Tagalog) province), Cavite, Rizal districts (Region IV-A (Calabarzon) province), Iloilo, Negros Occidental districts (Region VI (Western Visayas) province), Region I (Ilocos region), Region III (Central Luzon) provinces",,,,,,,29,200,Kph,,,,,2000,7,7,2000,7,7,75,11,1483310,,1483321,,,25763,67.35575898
2000-0706-PHL,2000,0706,Natural,Meteorological,Storm,Tropical cyclone,,Xangsane (Reming),Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Cavite district (Region IV-A (Calabarzon) province), Sorsogon, Catanduanes, Albay districts (Region V (Bicol region) province), Metropolitan Manila district (National Capital region (NCR) province), Samar districts (Region VIII (Eastern Visayas) province)",,,,,,,,140,Kph,,,,,2000,10,28,2000,10,31,154,314,2435942,,2436256,,1500,17000,67.35575898
2000-0715-PHL,2000,0715,Natural,Meteorological,Storm,Tropical cyclone,,Bebinca (Seniang),Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Metropolitan Manila district (National Capital region (NCR) province), Rizal, Laguna districts (Region IV-A (Calabarzon) province), Cagayan, Nueva Vizcaya districts (Region II (Cagayan Valley) province)",,,,,,,,120,Kph,,,,,2000,11,3,2000,11,5,94,,1747872,,1747872,,,31000,67.35575898
2000-0788-PHL,2000,0788,Natural,Meteorological,Storm,Tropical cyclone,,Rumbia (Toyang),Affect,Philippines (the),PHL,South-Eastern Asia,Asia,"Autonomous region in Muslim Mindanao (ARMM), Region VI (Western Visayas), Region VII (Central Visayas), Region VIII (Eastern Visayas), Region IX (Zamboanga Peninsula), Region X (Northern Mindanao), Region XI (Davao Region), Region XII (Soccsksargen), Region XIII (Caraga) provinces Central Philippines",,,,,,,,135,Kph,,,,,2000,11,30,2000,12,3,48,26,164067,,164093,,,1000,67.35575898
2000-0037-REU,2000,0037,Natural,Meteorological,Storm,Tropical cyclone,,Connie,Affect,Réunion,REU,Eastern Africa,Africa,"Arrondissement du vent, Arrondissement sous le vent provinces",,,,,,,,153,Kph,,,,,2000,1,30,2000,1,30,2,,,600,600,,,,67.35575898
2000-0576-RUS,2000,0576,Natural,Meteorological,Storm,Tropical cyclone,,Saomai,Affect,Russian Federation (the),RUS,Eastern Europe,Europe,"Primorskiy Kray, Khabarovskiy Kray, Sakhalinskaya Oblast, Yevreyskaya A. Oblast provinces",,,,,,,,,Kph,,,,,2000,9,13,2000,9,19,9,,,,,,,50,67.35575898
2001-0054-PHL,2001,0054,Natural,Meteorological,Storm,Tropical cyclone,,Auring,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Region VI (Western Visayas), Region VII (Central Visayas), Region VIII (Eastern Visayas), Autonomous region in Muslim Mindanao (ARMM), Region IX (Zamboanga Peninsula), Region X (Northern Mindanao), Region XI (Davao Region), Region XII (Soccsksargen), Region XIII (Caraga) provinces",,,,,,,,45,Kph,,,,,2001,2,17,2001,2,17,55,84,,100000,100084,,,6000,69.25933995
2000-0706-TWN,2000,0706,Natural,Meteorological,Storm,Tropical cyclone,,Xangsane (Reming),Kill,Taiwan (Province of China),TWN,Eastern Asia,Asia,"Taipei, Pingtung, Kaohsiung areas (Taiwan Sheng province)",,Flood,"Slide (land, mud, snow, rock)",,,,,120,Kph,,,,,2000,11,1,2000,11,4,89,2,,,2,,60000,150000,67.35575898
2000-0645-SLV,2000,0645,Natural,Meteorological,Storm,Tropical cyclone,,Keith,Affect,El Salvador,SLV,Central America,Americas,"Ahuachapan, Cabanas, Chalatenango, Cuscatlan, La Libertad, La Paz, La Union, Morazan, San Miguel, San Salvador, San Vicente, Santa Ana, Sonsonate, Usulutan provinces",,,,,,,,,Kph,,,,,2000,10,1,2000,10,1,1,,100,,100,,,,67.35575898
2000-0539-THA,2000,0539,Natural,Meteorological,Storm,Tropical cyclone,,Kaemi,Affect,Thailand,THA,South-Eastern Asia,Asia,"Tha Tum, Chom Phra, Samrong Thap, Sikhoraphum, Sangkha, Muang Surin districts (Surin province), Ubon Ratchathani province",,,,,,,,,Kph,,,,,2000,8,21,2000,8,21,2,,41219,,41219,,,,67.35575898
2000-0517-TWN,2000,0517,Natural,Meteorological,Storm,Tropical cyclone,,Bilis,Kill,Taiwan (Province of China),TWN,Eastern Asia,Asia,Taiwan Sheng province,,,,,,,,322,Kph,,,,,2000,8,22,2000,8,23,14,100,,2000,2100,,3000,135000,67.35575898
2000-0652-USA,2000,0652,Natural,Meteorological,Storm,Tropical cyclone,,Leslie,Declar/Int,United States of America (the),USA,Northern America,Americas,"Miami-Dade, Monroe, Broward, Collier districts (Florida province)",,,,,,,,,Kph,,,,,2000,10,4,2000,10,4,2,,14418,3015,17433,,,219000,67.35575898
2000-0518-VNM,2000,0518,Natural,Meteorological,Storm,Tropical cyclone,,Kaemi,Kill,Viet Nam,VNM,South-Eastern Asia,Asia,"Quang Binh, Quang Tri, Thua Thien - Hue, Quang Nam, Quang Ngai, Binh Dinh, Da Nang City provinces",,,,,,,,,Kph,,,,,2000,8,20,2000,8,20,15,4,,,4,,,5000,67.35575898
2000-0582-VNM,2000,0582,Natural,Meteorological,Storm,Tropical cyclone,,Wukong,Affect,Viet Nam,VNM,South-Eastern Asia,Asia,"Thach Ha, Cam Xuyen, Ky Anh districts (Ha Tinh province)",,,,,,,,120,Kph,,,,,2000,9,10,2000,9,10,5,29,,6000,6029,,,21000,67.35575898
2001-0198-BGD,2001,0198,Natural,Meteorological,Storm,Tropical cyclone,,,Kill,Bangladesh,BGD,Southern Asia,Asia,"Mymensingh, Netrakona, Tangail, Gopalganj districts (Dhaka province), Naogaon district (Rajshahi province), Maulvibazar district (Sylhet province), Chuadanga, Jhenaidah, Meherpur districts (Khulna province), Gaibandha district (Rangpur province), Patuakhali district (Barisal province), Noakhali district (Chittagong province)",,,,,,,,100,Kph,,,,,2001,5,11,2001,5,11,12,200,,,200,,,,69.25933995
2001-0202-BGD,2001,0202,Natural,Meteorological,Storm,Tropical cyclone,,,Kill,Bangladesh,BGD,Southern Asia,Asia,"Patuakhali district (Barisal province), Satkhira district (Khulna province)",,,,,,,,,Kph,,,,,2001,4,1,2001,4,1,193,2000,500,,2500,,,,69.25933995
2001-0671-BHS,2001,0671,Natural,Meteorological,Storm,Tropical cyclone,,Michelle,SigDam,Bahamas (the),BHS,Caribbean,Americas,New Providence island (Administrative unit not available),,,,,,,,,Kph,,,,,2001,11,9,2001,11,9,,,,,,,15000,300000,69.25933995
2001-0553-BLZ,2001,0553,Natural,Meteorological,Storm,Tropical cyclone,,Iris,Kill,Belize,BLZ,Central America,Americas,"Toledo, Stann Creek provinces",,,,,,,,233,Kph,,,,,2001,10,8,2001,10,11,30,,20000,,20000,,,250000,69.25933995
2001-0736-BLZ,2001,0736,Natural,Meteorological,Storm,Tropical cyclone,,Chantal,Waiting,Belize,BLZ,Central America,Americas,"Belize, Corozal, Orange Walk provinces",,,,,,,,100,Kph,,,,,2001,8,21,2001,8,21,,,,,,,,,69.25933995
2001-0292-CHN,2001,0292,Natural,Meteorological,Storm,Tropical cyclone,,Chebi,Kill,China,CHN,Eastern Asia,Asia,"Fujian Sheng, Zhejiang Sheng provinces",,,,,,,,,Kph,,,,,2001,6,23,2001,6,25,125,,2895000,213000,3108000,,120000,470000,69.25933995
2001-0322-CHN,2001,0322,Natural,Meteorological,Storm,Tropical cyclone,,Durian and Utor,Kill,China,CHN,Eastern Asia,Asia,"Hepu Xian area (Beihai district, Guangxi Zhuangzu Zizhiqu province), Shangsi Xian, Fangchenggang Shi areas (Fangchenggang district, Guangxi Zhuangzu Zizhiqu province), Ningming Xian, Long'an Xian, Heng Xian areas (Chongzuo district, Guangxi Zhuangzu Zizhiqu province), Tianyang Xian, Tiandong Xian, Pingguo Xian, Baise Shi areas (Baise district, Guangxi Zhuangzu Zizhiqu province), Nanning district (Guangxi Zhuangzu Zizhiqu province), Zhanjiang, Yangjiang, Maoming, Jiangmen, Yunfu, Zhaoqing, Shanwei, Shantou, Jieyang, Chaozhou, Meizhou, Huizhou, Dongguan districts (Guangdong Sheng province)",,,,,,,,169,Kph,,,,,2001,7,1,2001,7,1,33,8298,14990000,,14998298,,20000,2743000,69.25933995
2001-0405-CHN,2001,0405,Natural,Meteorological,Storm,Tropical cyclone,,Toraji,Kill,China,CHN,Eastern Asia,Asia,"Guangdong Sheng, Guangxi Zhuangzu Zizhiqu, Hainan Sheng provinces",,,,,,,,,Kph,,,,,2001,7,25,2001,8,1,100,,,,,,,40000,69.25933995
2001-0419-CHN,2001,0419,Natural,Meteorological,Storm,Tropical cyclone,,Yutu,Affect,China,CHN,Eastern Asia,Asia,Guangdong Sheng province,,,,,,,,150,Kph,,,,,2001,7,24,2001,7,24,,,23250,,23250,,,85000,69.25933995
2001-0475-CHN,2001,0475,Natural,Meteorological,Storm,Tropical cyclone,,,Affect,China,CHN,Eastern Asia,Asia,"Zhaotun borough (Qinpu Qu area, Name Unknown (13243) district, Shanghai Shi province), Huangdu, Anting borough (Jiading Qu area, Shanghai district, Shanghai Shi province)",,,,,,,,,Kph,,,,,2001,6,19,2001,6,19,,1,11125,,11126,,,,69.25933995
2001-0796-CHN,2001,0796,Natural,Meteorological,Storm,Tropical cyclone,,Fitow,Affected,China,CHN,Eastern Asia,Asia,"Guangdong Sheng, Hainan Sheng, Guangxi Zhuangzu Zizhiqu provinces",,,,,,,,,Kph,,,,,2001,8,28,2001,9,9,4,,,,,,,213000,69.25933995
2001-0659-COK,2001,0659,Natural,Meteorological,Storm,Tropical cyclone,,Trina,Affect,Cook Islands (the),COK,Polynesia,Oceania,"Rarotonga, Avarua, Mangaia islands",,,,,,,24,130,Kph,,,,,2001,12,2,2001,12,2,,,744,,744,,,,69.25933995
2001-0612-CUB,2001,0612,Natural,Meteorological,Storm,Tropical cyclone,,Hurricane Michelle,Affected,Cuba,CUB,Caribbean,Americas,"Matanzas, Cienfuegos, Villa Clara, Sancti Spiritus, Isla de la Juventud, Pinar del Rio, Ciudad De La Habana, Ciego de Avila provinces",,,,,,,,250,Kph,,,,,2001,11,4,2001,11,4,5,12,5900000,,5900012,,20000,100000,69.25933995
2001-0611-CYM,2001,0611,Natural,Meteorological,Storm,Tropical cyclone,,Michelle,Kill,Cayman Islands (the),CYM,Caribbean,Americas,,,,,,,,,,Kph,,,,,2001,10,30,2001,11,5,,,,,,,40000,60000,69.25933995
2001-0570-DOM,2001,0570,Natural,Meteorological,Storm,Tropical cyclone,,Iris,Affect,Dominican Republic (the),DOM,Caribbean,Americas,Santo Domingo province,,,,,,,,,Kph,,,,,2001,10,4,2001,10,9,3,,,,,,,10,69.25933995
2002-0233-BGD,2002,0233,Natural,Meteorological,Storm,Tropical cyclone,,,Kill,Bangladesh,BGD,Southern Asia,Asia,"Gaibandha, Lalmonirhat, Nilphamari, Rangpur, Kurigram districts (Rangpur province), Bogra, Sirajganj districts (Rajshahi province), Netrakona, Kishoreganj districts (Dhaka province)",,,,,,,269,,Kph,,,,,2002,4,22,2002,4,22,31,400,100000,,100400,,,,70.35781897
2002-0705-BGD,2002,0705,Natural,Meteorological,Storm,Tropical cyclone,,,Kill,Bangladesh,BGD,Southern Asia,Asia,Barguna district (Barisal province),,,,,,,,85,Kph,,,,,2002,11,14,2002,11,14,49,,,,,,,,70.35781897
2002-0617-BRB,2002,0617,Natural,Meteorological,Storm,Tropical cyclone,,Lili,Regional,Barbados,BRB,Caribbean,Americas,"St. Andrew, St. George, St. James, St. John, St. Joseph, St. Lucy, St. Michael, St. Peter, St. Philip, St. Thomas, Christ Church provinces",,,,,,,,110,Kph,,,,,2002,9,24,2002,9,24,,,,2000,2000,,,200,70.35781897
2002-0599-CHN,2002,0599,Natural,Meteorological,Storm,Tropical cyclone,,Hagupit,Affect,China,CHN,Eastern Asia,Asia,"Jiangxi Sheng, Sichuan Sheng provinces",,,,,,,,,Kph,,,,,2002,9,13,2002,9,13,25,,180000,,180000,,,,70.35781897
2002-0604-CUB,2002,0604,Natural,Meteorological,Storm,Tropical cyclone,,Isidore,SigDam,Cuba,CUB,Caribbean,Americas,"Isla De La Juventud, Pinar del Rio provinces",,,,,,,,165,Kph,,,,,2002,9,18,2002,9,18,,,42500,,42500,,1000,23000,70.35781897
2002-0636-CUB,2002,0636,Natural,Meteorological,Storm,Tropical cyclone,,Lili,Affect,Cuba,CUB,Caribbean,Americas,"Sandino, San Juan y Martinez, Mantua, Guane districts (Pinar del Rio province), Isla dela Juventud province, Batabano, Guira de Melena, Nueva Paz, San Nicolas, Melena del Sur, Quivican districts (La Habana province), Sancti Spiritus, La Sierpe, Fomento, Taguasco, Trinidad, Jatibonico districts (Sancti Spiritu province), Rodas, Aguada De Pasajeros, Cumanayagua districts (Cienfuegos province), Guantanamo, Maisi, Baracoa, Manuel Tames districts (Guantanamo province), Guama, Tercer Frente, Palma Soriano, Santiago de Cuba districts (Santiago de Cuba province), Niquero, Media Luna, Cauto Cristo, Pilon districts (Granma province)",,,,,,,,173,Kph,,,,,2002,10,1,2002,10,1,3,,281470,,281470,,1000,23000,70.35781897
2002-0626-CYM,2002,0626,Natural,Meteorological,Storm,Tropical cyclone,,Lili,Affect,Cayman Islands (the),CYM,Caribbean,Americas,"Cayman Brac, Little Cayman",,,,,,,,128,Kph,,,,,2002,9,30,2002,10,1,,,300,,300,,,1000,70.35781897
2002-0656-CYM,2002,0656,Natural,Meteorological,Storm,Tropical cyclone,,Isidore,Regional,Cayman Islands (the),CYM,Caribbean,Americas,"Little Cayman, Cayman Brac provinces",,,,,,,,,Kph,,,,,2002,9,14,2002,9,26,,,,,,,,500,70.35781897
2001-0614-PHL,2001,0614,Natural,Meteorological,Storm,Tropical cyclone,,Lingling (Nanang),Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Camiguin, Misamis Oriental districts (Region X (Northern Mindanao) province)",,Flood,"Slide (land, mud, snow, rock)",Yes,,,434,215,Kph,,,,,2001,11,8,2001,11,8,290,147,1060000,,1060147,,,22700,69.25933995
2001-0758-PHL,2001,0758,Natural,Meteorological,Storm,Tropical cyclone,,Kajiki (Quedan),Affect,Philippines (the),PHL,South-Eastern Asia,Asia,"Cebu district (Region VII (Central Visayas) province), Leyte district (Region VIII (Eastern Visayas) province)",,Flood,"Slide (land, mud, snow, rock)",,,,,,Kph,,,,,2001,12,5,2001,12,7,6,8,54832,,54840,,,96,69.25933995
2001-0522-TWN,2001,0522,Natural,Meteorological,Storm,Tropical cyclone,,Nari,Kill,Taiwan (Province of China),TWN,Eastern Asia,Asia,"Taipei, Keelung, Chiayi, Miaoli areas (Taiwan Sheng province)",,Flood,"Slide (land, mud, snow, rock)",Yes,,,,,Kph,,,,,2001,9,16,2001,9,20,80,200,650000,,650200,,500000,800000,69.25933995
2001-0223-FJI,2001,0223,Natural,Meteorological,Storm,Tropical cyclone,,Paula,Waiting,Fiji,FJI,Melanesia,Oceania,"Western, Central, Eastern provinces",,,,,,,,220,Kph,,,,,2001,3,1,2001,3,1,1,,,,,,,,69.25933995
2001-0570-GTM,2001,0570,Natural,Meteorological,Storm,Tropical cyclone,,Iris,Affect,Guatemala,GTM,Central America,Americas,"Peten, Zacapa, Quetzaltenango provinces",,,,,,,,,Kph,,,,,2001,10,8,2001,10,11,8,11,6435,,6446,,,100,69.25933995
2001-0603-HND,2001,0603,Natural,Meteorological,Storm,Tropical cyclone,,Michelle,Kill,Honduras,HND,Central America,Americas,"Colon, Atlantida, Yoro, Cortes, Gracias A Dios, Islas De Bahia provinces",,,,,,,,219,Kph,,,,,2001,10,30,2001,11,4,21,,61051,25270,86321,,,5000,69.25933995
2001-0611-HTI,2001,0611,Natural,Meteorological,Storm,Tropical cyclone,,Michelle,Kill,Haiti,HTI,Caribbean,Americas,"Grande Anse, Centre, Sud, Nippes, Ouest, Artibonite, Nord Ouest, Nord, Nord Est, Sud Est provinces",,,,,,,,,Kph,,,,,2001,10,30,2001,11,5,,,,,,,,20,69.25933995
2001-0584-IND,2001,0584,Natural,Meteorological,Storm,Tropical cyclone,,,Kill,India,IND,Southern Asia,Asia,Andhra Pradesh province,,,,,,,,,Kph,,,,,2001,10,,2001,10,,78,,25000,2000,27000,,,,69.25933995
2001-0729-IND,2001,0729,Natural,Meteorological,Storm,Tropical cyclone,,01A,Waiting,India,IND,Southern Asia,Asia,"Gujarat, Goa, Maharashtra, Kerala provinces",,,,,,,,80,Kph,,,,,2001,5,28,2001,5,28,,,,,,,,,69.25933995
2001-0615-JAM,2001,0615,Natural,Meteorological,Storm,Tropical cyclone,,Michelle,SigDis,Jamaica,JAM,Caribbean,Americas,"Clarendon, Hanover, Manchester, Portland, Saint Andrew And Kingston, Saint Ann, Saint Catherine, Saint Elizabeth, Saint James, Saint Mary, Saint Thomas, Trelawny, Westmoreland provinces",,,,,,,,120,Kph,,,,,2001,11,6,2001,11,6,1,,,200,200,,15000,55487,69.25933995
