latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
39.9941,-8.0894,350.7,1.3,1.1,2017-06-18,1113,Terra,MODIS,89,6.2,310.4,66.8,D,0
39.9924,-8.074,349.1,1.3,1.1,2017-06-18,1113,Terra,MODIS,91,6.2,311.6,59.9,D,0
39.9907,-8.0579,337.6,1.3,1.1,2017-06-18,1113,Terra,MODIS,50,6.2,312.4,30.5,D,0
40.005,-8.2891,368,1.3,1.1,2017-06-18,1113,Terra,MODIS,96,6.2,311.2,146.2,D,0
40.0034,-8.2746,392.7,1.3,1.1,2017-06-18,1113,Terra,MODIS,100,6.2,317.7,294.5,D,0
39.9935,-8.1813,348.6,1.3,1.1,2017-06-18,1113,Terra,MODIS,70,6.2,310.8,60,D,0
40.0084,-8.2947,381.5,1.3,1.1,2017-06-18,1113,Terra,MODIS,100,6.2,312.3,215.9,D,0
40.0069,-8.2805,391.3,1.3,1.1,2017-06-18,1113,Terra,MODIS,100,6.2,316.8,277.7,D,0
40.0052,-8.2651,360,1.3,1.1,2017-06-18,1113,Terra,MODIS,99,6.2,315,91.3,D,0
39.9966,-8.1878,374.5,1.3,1.1,2017-06-18,1113,Terra,MODIS,100,6.2,313.5,165.9,D,0
39.9948,-8.1719,376.9,1.3,1.1,2017-06-18,1113,Terra,MODIS,100,6.2,309.7,185,D,0
39.9848,-8.0822,327.3,1.3,1.1,2017-06-18,1113,Terra,MODIS,55,6.2,307.7,18,D,0
39.9966,-8.2823,334.9,1.3,1.1,2017-06-18,1113,Terra,MODIS,40,6.2,312.6,20.4,D,0
39.9709,-8.3343,346.8,1.3,1.1,2017-06-18,1113,Terra,MODIS,89,6.2,306.6,60.1,D,0
39.9505,-8.3386,338.1,1.3,1.1,2017-06-18,1113,Terra,MODIS,65,6.2,311.3,34.4,D,0
39.9402,-8.3405,367.8,1.3,1.1,2017-06-18,1113,Terra,MODIS,100,6.2,312,139.9,D,0
39.9385,-8.3248,347.2,1.3,1.1,2017-06-18,1113,Terra,MODIS,91,6.2,310.9,57,D,0
39.9283,-8.3269,362.7,1.3,1.1,2017-06-18,1113,Terra,MODIS,100,6.2,310.6,115.3,D,0
39.9267,-8.3116,343.3,1.3,1.1,2017-06-18,1113,Terra,MODIS,85,6.2,307.5,41.5,D,0
39.9168,-8.2188,337.5,1.3,1.1,2017-06-18,1113,Terra,MODIS,54,6.2,315.9,18.8,D,0
39.9066,-8.2206,344.6,1.3,1.1,2017-06-18,1113,Terra,MODIS,89,6.2,316.3,37.8,D,0
39.9215,-8.3343,327.8,1.3,1.1,2017-06-18,1113,Terra,MODIS,51,6.2,306.5,15.4,D,0
39.9198,-8.3191,346.2,1.3,1.1,2017-06-18,1113,Terra,MODIS,90,6.2,307.1,56.7,D,0
39.9095,-8.226,338.7,1.3,1.1,2017-06-18,1113,Terra,MODIS,76,6.2,316.5,24.4,D,0
39.9095,-8.3209,343.9,1.3,1.1,2017-06-18,1113,Terra,MODIS,89,6.2,305.9,53.2,D,0
39.8942,-8.1823,336,1.3,1.1,2017-06-18,1113,Terra,MODIS,52,6.2,309.6,29.2,D,0
39.8857,-8.1996,355.8,1.3,1.1,2017-06-18,1113,Terra,MODIS,84,6.2,311.1,86.6,D,0
39.8873,-8.3091,361.9,1.3,1.1,2017-06-18,1113,Terra,MODIS,100,6.2,309.6,117.5,D,0
39.8856,-8.2934,351,1.3,1.1,2017-06-18,1113,Terra,MODIS,94,6.2,309.6,73.6,D,0
39.8805,-8.2469,341.2,1.3,1.1,2017-06-18,1113,Terra,MODIS,68,6.2,314.1,37.9,D,0
39.872,-8.2643,367,1.3,1.1,2017-06-18,1113,Terra,MODIS,100,6.2,315.7,134.3,D,0
39.8703,-8.2487,351.5,1.3,1.1,2017-06-18,1113,Terra,MODIS,94,6.2,311.9,72.2,D,0
39.8737,-8.2797,342.8,1.3,1.1,2017-06-18,1113,Terra,MODIS,81,6.2,312,47.6,D,0
40.0913,-8.0477,335.1,1.3,1.1,2017-06-18,1113,Terra,MODIS,59,6.2,306.7,34.4,D,0
40.0695,-8.0369,342.3,1.3,1.1,2017-06-18,1113,Terra,MODIS,64,6.2,307.4,46.9,D,0
40.0598,-8.0299,337.5,1.3,1.1,2017-06-18,1113,Terra,MODIS,67,6.2,307.2,35.4,D,0
40.0464,-8.0946,340.1,1.3,1.1,2017-06-18,1113,Terra,MODIS,59,6.2,306.2,40.5,D,0
40.0078,-7.7502,333.1,1.3,1.1,2017-06-18,1113,Terra,MODIS,76,6.2,309.7,30.3,D,0
40.0362,-8.0965,357.6,1.3,1.1,2017-06-18,1113,Terra,MODIS,95,6.2,313.3,91.2,D,0
40.0204,-8.2382,380.5,1.3,1.1,2017-06-18,1113,Terra,MODIS,100,6.2,314.4,210.7,D,0
40.0188,-8.2232,386.5,1.3,1.1,2017-06-18,1113,Terra,MODIS,100,6.2,314.8,250.4,D,0
40.0156,-8.1933,364.8,1.3,1.1,2017-06-18,1113,Terra,MODIS,100,6.2,306.7,130.3,D,0
40.0168,-8.3021,361.5,1.3,1.1,2017-06-18,1113,Terra,MODIS,100,6.2,303.8,125.6,D,0
40.0152,-8.287,372.3,1.3,1.1,2017-06-18,1113,Terra,MODIS,100,6.2,307.4,171.9,D,0
40.0137,-8.2725,365.9,1.3,1.1,2017-06-18,1113,Terra,MODIS,98,6.2,309.1,134.3,D,0
40.0086,-8.2252,356,1.3,1.1,2017-06-18,1113,Terra,MODIS,83,6.2,314.9,82.2,D,0
40.0054,-8.1952,377.1,1.3,1.1,2017-06-18,1113,Terra,MODIS,100,6.2,312.7,184.3,D,0
40.0037,-8.1794,403.4,1.3,1.1,2017-06-18,1113,Terra,MODIS,100,6.2,312.7,388.7,D,0
40.0568,-8.0266,334.1,3.4,1.7,2017-06-18,1253,Aqua,MODIS,81,6.2,302.6,137.1,D,0
40.0008,-7.7423,331.3,3.3,1.7,2017-06-18,1253,Aqua,MODIS,78,6.2,304.3,122.7,D,0
39.9913,-7.7801,322.6,3.4,1.7,2017-06-18,1253,Aqua,MODIS,60,6.2,302.6,66.2,D,0
39.8824,-8.2098,344.4,3.6,1.8,2017-06-18,1253,Aqua,MODIS,90,6.2,283,280.6,D,0
39.8724,-8.2487,332.4,3.6,1.8,2017-06-18,1253,Aqua,MODIS,61,6.2,292.3,145,D,0
39.877,-8.2968,342.2,3.6,1.8,2017-06-18,1253,Aqua,MODIS,81,6.2,298.6,242,D,0
39.8756,-8.2109,333.4,3.6,1.8,2017-06-18,1253,Aqua,MODIS,60,6.2,282.2,157.5,D,0
40.0114,-7.7513,328.4,3.3,1.7,2017-06-18,1253,Aqua,MODIS,73,6.2,301.8,96.4,D,0
39.8854,-8.3028,339.4,3.6,1.8,2017-06-18,1253,Aqua,MODIS,66,6.2,296.2,201.3,D,0
40.0025,-8.0444,348.9,3.5,1.8,2017-06-18,1253,Aqua,MODIS,93,6.2,301.9,297.4,D,0
39.9919,-8.0858,329.7,3.5,1.8,2017-06-18,1253,Aqua,MODIS,63,6.2,298.3,104.5,D,0
40.0031,-8.1731,336.6,3.5,1.8,2017-06-18,1253,Aqua,MODIS,84,6.2,299.2,159.6,D,0
39.9928,-8.2139,332.1,3.6,1.8,2017-06-18,1253,Aqua,MODIS,64,6.2,298.7,126.2,D,0
40.0375,-8.1032,394.6,3.5,1.8,2017-06-18,1253,Aqua,MODIS,100,6.2,309.4,1285.9,D,0
40.028,-8.1408,342.7,3.5,1.8,2017-06-18,1253,Aqua,MODIS,89,6.2,300.6,220,D,0
40.0082,-8.2191,354.9,3.6,1.8,2017-06-18,1253,Aqua,MODIS,97,6.2,295.5,387.5,D,0
39.998,-8.2594,329.8,3.6,1.8,2017-06-18,1253,Aqua,MODIS,74,6.2,288.6,113.3,D,0
40.0723,-8.031,365.1,3.4,1.7,2017-06-18,1253,Aqua,MODIS,100,6.2,303.4,542.9,D,0
40.0626,-8.0697,345.1,3.5,1.8,2017-06-18,1253,Aqua,MODIS,91,6.2,302.2,253.8,D,0
40.0528,-8.1085,363.1,3.5,1.8,2017-06-18,1253,Aqua,MODIS,100,6.2,297.3,518.4,D,0
40.0239,-8.2236,349.6,3.6,1.8,2017-06-18,1253,Aqua,MODIS,94,6.2,292.2,318.4,D,0
40.0132,-8.2657,372,3.6,1.8,2017-06-18,1253,Aqua,MODIS,100,6.2,293.2,718.7,D,0
40.0036,-8.3037,389.4,3.6,1.8,2017-06-18,1253,Aqua,MODIS,100,6.2,296.4,1194.9,D,0
39.9969,-8.1787,343.1,3.5,1.8,2017-06-18,1253,Aqua,MODIS,89,6.2,299.5,224.7,D,0
40.032,-8.1078,384.2,3.5,1.8,2017-06-18,1253,Aqua,MODIS,100,6.2,307.6,975.3,D,0
40.0019,-8.2239,354.1,3.6,1.8,2017-06-18,1253,Aqua,MODIS,96,6.2,295.8,384.7,D,0
40.0671,-8.0362,374.9,3.4,1.7,2017-06-18,1253,Aqua,MODIS,100,6.2,304.5,738.9,D,0
40.0571,-8.0751,339.8,3.5,1.8,2017-06-18,1253,Aqua,MODIS,67,6.2,302.4,193.9,D,0
40.0474,-8.1128,383.6,3.5,1.8,2017-06-18,1253,Aqua,MODIS,100,6.2,302,972.7,D,0
40.0175,-8.2288,356.5,3.6,1.8,2017-06-18,1253,Aqua,MODIS,98,6.2,293.7,432.1,D,0
40.0066,-8.271,374,3.6,1.8,2017-06-18,1253,Aqua,MODIS,100,6.2,293.5,775.1,D,0
39.9968,-8.3087,366.4,3.6,1.8,2017-06-18,1253,Aqua,MODIS,100,6.2,296.5,619.6,D,0
40.0824,-8.0415,366.3,3.4,1.7,2017-06-18,1253,Aqua,MODIS,100,6.2,302.3,585.5,D,0
40.0723,-8.0807,335.2,3.5,1.8,2017-06-18,1253,Aqua,MODIS,80,6.2,297.6,176.2,D,0
40.0221,-8.2761,360.5,3.6,1.8,2017-06-18,1253,Aqua,MODIS,100,6.2,289.7,524.1,D,0
40.0117,-8.3164,348.1,3.6,1.8,2017-06-18,1253,Aqua,MODIS,93,6.2,287.1,337.9,D,0
40.098,-8.0454,373.7,3.4,1.7,2017-06-18,1253,Aqua,MODIS,100,6.2,298,742.3,D,0
40.0878,-8.0854,356.4,3.5,1.8,2017-06-18,1253,Aqua,MODIS,98,6.2,292.4,436.8,D,0
39.8524,-8.2257,351.9,4.1,1.9,2017-06-18,1431,Aqua,MODIS,91,6.2,277.7,456.1,D,0
39.8505,-8.274,379.9,4.1,1.9,2017-06-18,1431,Aqua,MODIS,100,6.2,294.6,1124.3,D,0
39.8693,-8.2282,366.7,4.1,1.9,2017-06-18,1431,Aqua,MODIS,87,6.2,278.6,749,D,0
39.8674,-8.2762,402.9,4.1,1.9,2017-06-18,1431,Aqua,MODIS,100,6.2,296.9,2013.7,D,0
39.8655,-8.3231,370.5,4.1,1.9,2017-06-18,1431,Aqua,MODIS,100,6.2,293.3,844.8,D,0
39.8862,-8.2298,333.8,4.1,1.9,2017-06-18,1431,Aqua,MODIS,65,6.2,275.3,205.6,D,0
39.8842,-8.2786,351.6,4.1,1.9,2017-06-18,1431,Aqua,MODIS,96,6.2,288.3,440.7,D,0
39.8823,-8.3244,353.8,4.1,1.9,2017-06-18,1431,Aqua,MODIS,97,6.2,293.7,486.1,D,0
39.8549,-8.231,364.1,4.1,1.9,2017-06-18,1431,Aqua,MODIS,94,6.2,279.5,693.4,D,0
39.8516,-8.3282,329.7,4.1,1.9,2017-06-18,1431,Aqua,MODIS,72,6.2,288.4,171.3,D,0
39.8718,-8.2338,370.6,4.1,1.9,2017-06-18,1431,Aqua,MODIS,87,6.2,280.5,849.4,D,0
39.8701,-8.2814,385.9,4.1,1.9,2017-06-18,1431,Aqua,MODIS,100,6.2,295,1313.1,D,0
39.8684,-8.3287,351.7,4.1,1.9,2017-06-18,1431,Aqua,MODIS,96,6.2,291.9,453.1,D,0
39.8869,-8.284,355,4.1,1.9,2017-06-18,1431,Aqua,MODIS,97,6.2,288.9,510.5,D,0
39.8853,-8.3302,356,4.1,1.9,2017-06-18,1431,Aqua,MODIS,98,6.2,294.7,529.1,D,0
39.9021,-8.3312,336.3,4.1,1.9,2017-06-18,1431,Aqua,MODIS,46,6.2,294.5,224.8,D,0
39.934,-8.3795,320.9,4,1.9,2017-06-18,1431,Aqua,MODIS,21,6.2,293,89.9,D,0
39.9413,-8.3428,325.5,4.1,1.9,2017-06-18,1431,Aqua,MODIS,47,6.2,297.5,122,D,0
40.0123,-7.7576,391.4,4.4,1.9,2017-06-18,1431,Aqua,MODIS,100,6.2,307.1,1679.5,D,0
40.0108,-7.8049,331.2,4.4,1.9,2017-06-18,1431,Aqua,MODIS,47,6.2,302.4,191.4,D,0
39.8532,-8.2796,397,4.1,1.9,2017-06-18,1431,Aqua,MODIS,100,6.2,297.6,1751.8,D,0
40.0122,-7.762,379.3,4.4,1.9,2017-06-18,1431,Aqua,MODIS,100,6.2,307.6,1206.7,D,0
41.3658,-7.5342,319.7,4.6,2,2017-06-18,1431,Aqua,MODIS,47,6.2,296.5,94.1,D,0
41.7533,-7.1298,314,1.1,1.1,2017-06-18,2218,Terra,MODIS,88,6.2,269.6,17.1,N,0
39.8123,-8.2217,331,1.3,1.1,2017-06-18,2218,Terra,MODIS,38,6.2,287.7,41.6,N,0
39.794,-8.2641,314.4,1.3,1.1,2017-06-18,2218,Terra,MODIS,79,6.2,290.4,14.6,N,0
39.7967,-8.249,340.7,1.3,1.1,2017-06-18,2218,Terra,MODIS,100,6.2,287.7,63.8,N,0
39.7996,-8.2334,350.1,1.3,1.1,2017-06-18,2218,Terra,MODIS,100,6.2,292.1,91.1,N,0
39.8024,-8.2183,342.5,1.3,1.1,2017-06-18,2218,Terra,MODIS,100,6.2,290.1,69.5,N,0
39.7895,-8.2306,357,1.3,1.1,2017-06-18,2218,Terra,MODIS,100,6.2,294.9,117.7,N,0
39.4298,-8.7772,308.7,1.4,1.2,2017-06-18,2218,Terra,MODIS,75,6.2,295.7,9.8,N,0
39.8067,-8.2524,337.6,1.3,1.1,2017-06-18,2218,Terra,MODIS,80,6.2,292.3,55.3,N,0
39.804,-8.2676,316.5,1.3,1.1,2017-06-18,2218,Terra,MODIS,42,6.2,289.3,16,N,0
39.8278,-8.1945,345.1,1.3,1.1,2017-06-18,2218,Terra,MODIS,100,6.2,287.2,77.8,N,0
39.8251,-8.2096,355.3,1.3,1.1,2017-06-18,2218,Terra,MODIS,100,6.2,296.2,106.4,N,0
39.8224,-8.2245,324.5,1.3,1.1,2017-06-18,2218,Terra,MODIS,0,6.2,290.3,27.9,N,0
39.8252,-8.2001,353.9,1.3,1.1,2017-06-18,2218,Terra,MODIS,100,6.2,293.2,104.1,N,0
39.8224,-8.2151,337.6,1.3,1.1,2017-06-18,2218,Terra,MODIS,88,6.2,293.8,54.4,N,0
39.8137,-8.2613,323.9,1.3,1.1,2017-06-18,2218,Terra,MODIS,0,6.2,290.2,27.9,N,0
39.8438,-8.2708,322.1,1.3,1.1,2017-06-18,2218,Terra,MODIS,0,6.2,294.2,26.2,N,0
39.8411,-8.2856,352.7,1.3,1.1,2017-06-18,2218,Terra,MODIS,100,6.2,297.3,99.5,N,0
39.8384,-8.3,357.2,1.3,1.1,2017-06-18,2218,Terra,MODIS,100,6.2,294.9,116.2,N,0
39.8511,-8.2887,324.9,1.3,1.1,2017-06-18,2218,Terra,MODIS,90,6.2,289.2,29.6,N,0
39.8484,-8.3034,342.5,1.3,1.1,2017-06-18,2218,Terra,MODIS,100,6.2,293.2,68.9,N,0
39.8584,-8.3064,326.2,1.3,1.1,2017-06-18,2218,Terra,MODIS,74,6.2,290.1,33,N,0
39.8684,-8.3102,320.2,1.3,1.1,2017-06-18,2218,Terra,MODIS,52,6.2,280.9,23.9,N,0
39.9858,-8.0057,309.9,1.3,1.1,2017-06-18,2218,Terra,MODIS,79,6.2,268.6,14.2,N,0
39.9752,-8.064,333.6,1.3,1.1,2017-06-18,2218,Terra,MODIS,100,6.2,273.4,50.8,N,0
39.9643,-8.1232,325,1.3,1.1,2017-06-18,2218,Terra,MODIS,100,6.2,272.2,32.8,N,0
39.9958,-8.0078,311.7,1.3,1.1,2017-06-18,2218,Terra,MODIS,18,6.2,271.9,14.4,N,0
39.9851,-8.0666,329,1.3,1.1,2017-06-18,2218,Terra,MODIS,100,6.2,272.9,41,N,0
39.9823,-8.082,372.3,1.3,1.1,2017-06-18,2218,Terra,MODIS,100,6.2,280.3,182.7,N,0
39.9796,-8.0968,343.7,1.3,1.1,2017-06-18,2218,Terra,MODIS,100,6.2,278.9,73.6,N,0
39.977,-8.1115,368.7,1.3,1.1,2017-06-18,2218,Terra,MODIS,100,6.2,277.8,162.9,N,0
39.9743,-8.126,378,1.3,1.1,2017-06-18,2218,Terra,MODIS,100,6.2,274.7,212.6,N,0
40.0059,-8.0099,315.2,1.3,1.1,2017-06-18,2218,Terra,MODIS,34,6.2,273.9,17.9,N,0
39.9922,-8.0853,310.2,1.3,1.1,2017-06-18,2218,Terra,MODIS,16,6.2,274.4,15.4,N,0
39.9896,-8.0997,327,1.3,1.1,2017-06-18,2218,Terra,MODIS,100,6.2,273.4,38.8,N,0
39.9869,-8.1145,314.3,1.3,1.1,2017-06-18,2218,Terra,MODIS,89,6.2,267.9,18.8,N,0
39.9842,-8.1292,313.1,1.3,1.1,2017-06-18,2218,Terra,MODIS,86,6.2,269.6,17.1,N,0
39.989,-8.1607,335.2,1.3,1.1,2017-06-18,2218,Terra,MODIS,100,6.2,283.7,51.2,N,0
39.9862,-8.1758,320.6,1.3,1.1,2017-06-18,2218,Terra,MODIS,79,6.2,275.2,25.5,N,0
39.9989,-8.1636,322.4,1.3,1.1,2017-06-18,2218,Terra,MODIS,83,6.2,281.7,27.8,N,0
40.0378,-8.0057,332.9,1.3,1.1,2017-06-18,2218,Terra,MODIS,100,6.2,283,44.9,N,0
40.0353,-8.02,314.3,1.3,1.1,2017-06-18,2218,Terra,MODIS,32,6.2,281.7,16.5,N,0
40.0089,-8.1667,333.2,1.3,1.1,2017-06-18,2218,Terra,MODIS,97,6.2,281.4,46.4,N,0
39.9789,-8.3321,310.1,1.3,1.1,2017-06-18,2218,Terra,MODIS,79,6.2,275.2,15.5,N,0
40.0451,-8.023,333.2,1.3,1.1,2017-06-18,2218,Terra,MODIS,100,6.2,285.1,45.2,N,0
39.9759,-8.3486,301.9,1.3,1.1,2017-06-18,2218,Terra,MODIS,12,6.2,276.9,8.2,N,0
40.0425,-8.0377,333.4,1.3,1.1,2017-06-18,2218,Terra,MODIS,90,6.2,281.1,46.8,N,0
40.0293,-8.1113,308.2,1.3,1.1,2017-06-18,2218,Terra,MODIS,74,6.2,269.5,14.4,N,0
40.0437,-8.0287,335.5,1.3,1.1,2017-06-18,2218,Terra,MODIS,94,6.2,285.2,49.2,N,0
40.0167,-8.1753,321.9,1.3,1.1,2017-06-18,2218,Terra,MODIS,32,6.2,280.8,24.3,N,0
40.0535,-8.032,349.7,1.3,1.1,2017-06-18,2218,Terra,MODIS,100,6.2,285.2,86.1,N,0
40.0374,-8.1197,350.1,1.3,1.1,2017-06-18,2218,Terra,MODIS,100,6.2,270.4,92.3,N,0
40.0527,-8.0937,318.6,1.3,1.1,2017-06-18,2218,Terra,MODIS,96,6.2,271.7,26.1,N,0
40.05,-8.108,330,1.3,1.1,2017-06-18,2218,Terra,MODIS,100,6.2,271.7,44.1,N,0
40.0337,-8.1968,323.7,1.3,1.1,2017-06-18,2218,Terra,MODIS,81,6.2,275.6,30.7,N,0
40.076,-8.0231,334.6,1.3,1.1,2017-06-18,2218,Terra,MODIS,97,6.2,279.6,49.2,N,0
40.0413,-8.2131,312.5,1.3,1.1,2017-06-18,2218,Terra,MODIS,54,6.2,273.3,17.7,N,0
40.03,-8.2743,330.3,1.3,1.1,2017-06-18,2218,Terra,MODIS,100,6.2,279.3,45.7,N,0
40.0859,-8.0259,341.8,1.3,1.1,2017-06-18,2218,Terra,MODIS,100,6.2,283,66.4,N,0
40.0958,-8.0285,331.6,1.3,1.1,2017-06-18,2218,Terra,MODIS,100,6.2,284.9,44.8,N,0
40.0932,-8.0431,314.8,1.3,1.1,2017-06-18,2218,Terra,MODIS,69,6.2,284.3,18.9,N,0
40.1032,-8.0453,306.2,1.3,1.1,2017-06-18,2218,Terra,MODIS,38,6.2,283.1,11.5,N,0
41.185,-7.6144,322,1.2,1.1,2017-06-18,2218,Terra,MODIS,100,6.2,287.6,25.8,N,0
41.1825,-7.6289,304.6,1.2,1.1,2017-06-18,2218,Terra,MODIS,57,6.2,287.8,7.9,N,0
41.5195,-7.8914,302.6,1.2,1.1,2017-06-18,2218,Terra,MODIS,50,6.2,292.2,5.3,N,0
41.7462,-7.1142,319.8,1.1,1.1,2017-06-18,2218,Terra,MODIS,99,6.2,274.7,22.6,N,0
41.744,-7.1272,319.1,1.1,1.1,2017-06-18,2218,Terra,MODIS,98,6.2,273.4,22.1,N,0
41.7554,-7.117,313.6,1.1,1.1,2017-06-18,2218,Terra,MODIS,87,6.2,272.7,16.4,N,0
40.029,-8.2747,309.3,1,1,2017-06-19,0230,Aqua,MODIS,48,6.2,295.2,7.3,N,0
40.0967,-8.0328,371.2,1,1,2017-06-19,0230,Aqua,MODIS,100,6.2,299.4,122.5,N,0
40.0951,-8.0211,341.3,1,1,2017-06-19,0230,Aqua,MODIS,100,6.2,296.9,45.4,N,0
40.0878,-8.0351,305,1,1,2017-06-19,0230,Aqua,MODIS,40,6.2,293,4.9,N,0
40.0862,-8.0232,324.4,1,1,2017-06-19,0230,Aqua,MODIS,100,6.2,295.3,21.1,N,0
40.0846,-8.0114,314.1,1,1,2017-06-19,0230,Aqua,MODIS,89,6.2,293.9,10.7,N,0
40.0772,-8.0254,320.7,1,1,2017-06-19,0230,Aqua,MODIS,100,6.2,294,17,N,0
40.0756,-8.0136,325.7,1,1,2017-06-19,0230,Aqua,MODIS,100,6.2,295.1,21.8,N,0
40.074,-8.0019,328,1,1,2017-06-19,0230,Aqua,MODIS,100,6.2,294.2,24.9,N,0
40.0651,-8.004,310.6,1,1,2017-06-19,0230,Aqua,MODIS,52,6.2,293,7.7,N,0
40.0584,-8.0906,302.8,1,1,2017-06-19,0230,Aqua,MODIS,49,6.2,291.9,4.2,N,0
40.0545,-8.1224,311.5,1,1,2017-06-19,0230,Aqua,MODIS,78,6.2,292.6,9.4,N,0
40.0529,-8.1107,318.3,1,1,2017-06-19,0230,Aqua,MODIS,97,6.2,294.1,15.4,N,0
40.0456,-8.1245,323.6,1,1,2017-06-19,0230,Aqua,MODIS,100,6.2,293.2,20.8,N,0
40.044,-8.1128,336.1,1,1,2017-06-19,0230,Aqua,MODIS,100,6.2,295.4,37.2,N,0
40.0479,-8.209,316.6,1,1,2017-06-19,0230,Aqua,MODIS,93,6.2,294.2,13.5,N,0
40.0463,-8.1974,312.4,1,1,2017-06-19,0230,Aqua,MODIS,85,6.2,294.3,9.9,N,0
40.0366,-8.1267,304.6,1,1,2017-06-19,0230,Aqua,MODIS,60,6.2,292.7,5,N,0
40.035,-8.1149,347.8,1,1,2017-06-19,0230,Aqua,MODIS,100,6.2,296.8,58.6,N,0
40.0205,-8.0092,310.8,1,1,2017-06-19,0230,Aqua,MODIS,62,6.2,293.3,8.3,N,0
40.0188,-7.9974,307,1,1,2017-06-19,0230,Aqua,MODIS,26,6.2,292.7,5.6,N,0
40.0373,-8.1995,330.4,1,1,2017-06-19,0230,Aqua,MODIS,100,6.2,296.6,27.6,N,0
40.0357,-8.1878,325.8,1,1,2017-06-19,0230,Aqua,MODIS,100,6.2,295.7,21.6,N,0
40.0098,-7.9993,330.4,1,1,2017-06-19,0230,Aqua,MODIS,100,6.2,295.3,28.2,N,0
40.0396,-8.2843,377.9,1,1,2017-06-19,0230,Aqua,MODIS,100,6.2,296.2,148.6,N,0
40.038,-8.2725,397.8,1,1,2017-06-19,0230,Aqua,MODIS,100,6.2,302.2,248.3,N,0
40.0009,-8.0013,313.6,1,1,2017-06-19,0230,Aqua,MODIS,56,6.2,295.3,10,N,0
40.0145,-8.1681,336.7,1,1,2017-06-19,0230,Aqua,MODIS,100,6.2,296.9,36.2,N,0
40.0129,-8.1565,345,1,1,2017-06-19,0230,Aqua,MODIS,100,6.2,297.6,51.7,N,0
40.0114,-8.1448,309.2,1,1,2017-06-19,0230,Aqua,MODIS,77,6.2,293,7.8,N,0
39.992,-8.0037,336.1,1,1,2017-06-19,0230,Aqua,MODIS,100,6.2,295.7,35.7,N,0
40.004,-8.1585,325,1,1,2017-06-19,0230,Aqua,MODIS,100,6.2,296,20.6,N,0
40.0024,-8.1469,340.5,1,1,2017-06-19,0230,Aqua,MODIS,100,6.2,296.1,43.5,N,0
39.9976,-8.1116,330.3,1,1,2017-06-19,0230,Aqua,MODIS,100,6.2,293.9,28.2,N,0
39.9943,-8.0881,307.6,1,1,2017-06-19,0230,Aqua,MODIS,48,6.2,293.6,6.6,N,0
39.9927,-8.0763,307,1,1,2017-06-19,0230,Aqua,MODIS,11,6.2,293.4,5.8,N,0
39.983,-8.0059,326.2,1,1,2017-06-19,0230,Aqua,MODIS,100,6.2,295.1,22.9,N,0
39.9966,-8.1722,356.3,1,1,2017-06-19,0230,Aqua,MODIS,100,6.2,299,75.8,N,0
39.995,-8.1604,335,1,1,2017-06-19,0230,Aqua,MODIS,100,6.2,299,33.6,N,0
39.9934,-8.1488,329.8,1,1,2017-06-19,0230,Aqua,MODIS,100,6.2,297.6,27,N,0
39.9854,-8.0902,356.9,1,1,2017-06-19,0230,Aqua,MODIS,100,6.2,299.1,76.9,N,0
