,latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
49472,42.0044,-8.559,313.1,4.7,2.0,2016-04-07,1232,Terra,MODIS,57,6.2,287.4,116.4,D,0
49473,42.0059,-8.5662,316.0,4.7,2.0,2016-04-07,1232,Terra,MODIS,65,6.2,287.5,138.4,D,0
49474,40.2236,-7.7152,310.1,2.4,1.5,2016-04-07,1413,Aqua,MODIS,66,6.2,293.5,26.7,D,0
49475,41.9797,-8.185,306.0,2.3,1.5,2016-04-07,1414,Aqua,MODIS,62,6.2,287.1,21.6,D,0
49476,41.9665,-8.182,300.6,2.3,1.5,2016-04-07,1414,Aqua,MODIS,28,6.2,287.0,9.9,D,0
49477,38.7926,-7.7085,301.1,1.1,1.1,2016-04-08,1138,Terra,MODIS,44,6.2,283.1,5.5,D,0
49478,40.4825,-7.4809,327.3,1.4,1.2,2016-04-08,1318,Aqua,MODIS,85,6.2,286.9,40.3,D,0
49479,40.4927,-7.4839,320.6,1.4,1.2,2016-04-08,1318,Aqua,MODIS,80,6.2,287.5,29.8,D,0
49480,37.8463,-7.8206,309.8,1.6,1.3,2016-04-08,1318,Aqua,MODIS,69,6.2,289.1,14.3,D,0
49481,41.637,-8.0147,310.1,1.0,1.0,2016-04-26,1125,Terra,MODIS,43,6.2,295.3,6.9,D,0
49482,40.5124,-8.3424,308.1,1.0,1.0,2016-04-26,1125,Terra,MODIS,58,6.2,288.1,7.3,D,0
49483,41.6386,-8.0269,316.5,1.0,1.0,2016-04-26,1125,Terra,MODIS,74,6.2,295.1,12.3,D,0
49484,41.4363,-8.6258,315.2,1.0,1.0,2016-04-29,1337,Aqua,MODIS,69,6.2,298.6,8.5,D,0
49485,41.76,-7.0916,316.1,1.0,1.0,2016-04-29,1337,Aqua,MODIS,74,6.2,298.2,11.3,D,0
49486,41.901,-8.6473,310.0,1.7,1.3,2016-04-29,2302,Terra,MODIS,79,6.2,280.1,30.0,N,0
49487,41.373999999999995,-7.7357,309.4,1.9,1.3,2016-04-30,1101,Terra,MODIS,65,6.2,294.2,17.1,D,0
49488,41.37,-7.7422,307.9,1.9,1.3,2016-04-30,1101,Terra,MODIS,62,6.2,293.7,15.4,D,0
49489,41.391999999999996,-8.106,314.9,1.1,1.1,2016-05-01,1143,Terra,MODIS,73,6.2,293.5,14.1,D,0
49490,41.7514,-8.2834,309.5,1.1,1.1,2016-05-01,1143,Terra,MODIS,65,6.2,295.2,7.7,D,0
49491,41.1127,-6.8536,311.6,1.3,1.1,2016-05-01,1143,Terra,MODIS,69,6.2,292.9,13.2,D,0
49492,41.1099,-6.8389999999999995,305.0,1.3,1.1,2016-05-01,1143,Terra,MODIS,48,6.2,292.6,6.2,D,0
49493,40.2932,-7.8247,309.1,1.2,1.1,2016-05-01,1144,Terra,MODIS,60,6.2,292.9,8.6,D,0
49494,39.09,-9.3345,314.1,1.1,1.0,2016-05-01,1144,Terra,MODIS,67,6.2,302.0,6.4,D,0
49495,40.2961,-7.8315,309.9,1.2,1.1,2016-05-01,1144,Terra,MODIS,61,6.2,293.6,9.1,D,0
49496,38.0079,-7.8566,313.8,1.3,1.1,2016-05-01,1144,Terra,MODIS,63,6.2,301.3,9.5,D,0
49497,41.1037,-6.8472,333.0,1.1,1.0,2016-05-01,1324,Aqua,MODIS,87,6.2,295.8,33.0,D,0
49498,41.1015,-6.8599,328.4,1.1,1.0,2016-05-01,1324,Aqua,MODIS,84,6.2,294.6,26.2,D,0
49499,41.5723,-8.3369,311.3,1.2,1.1,2016-05-01,1325,Aqua,MODIS,64,6.2,296.2,8.2,D,0
49500,41.5517,-7.8668,307.2,1.2,1.1,2016-05-01,1325,Aqua,MODIS,33,6.2,296.1,5.5,D,0
49501,41.5613,-7.8691,306.6,1.2,1.1,2016-05-01,1325,Aqua,MODIS,37,6.2,294.0,5.2,D,0
49502,41.5589,-7.8827,307.0,1.2,1.1,2016-05-01,1325,Aqua,MODIS,40,6.2,295.5,5.3,D,0
49503,41.7581,-6.645,307.7,1.1,1.0,2016-05-01,1325,Aqua,MODIS,56,6.2,295.6,4.9,D,0
49504,41.3927,-8.111,312.4,1.2,1.1,2016-05-01,1325,Aqua,MODIS,66,6.2,294.6,11.2,D,0
49505,41.6718,-8.2995,311.7,1.2,1.1,2016-05-01,1325,Aqua,MODIS,66,6.2,296.0,9.0,D,0
49506,41.295,-7.9239999999999995,311.0,1.3,1.1,2016-05-01,2249,Terra,MODIS,82,6.2,280.8,19.0,N,0
49507,41.3051,-7.9252,300.1,1.3,1.1,2016-05-01,2249,Terra,MODIS,14,6.2,280.7,8.9,N,0
49508,41.7841,-8.3722,305.2,1.2,1.1,2016-05-01,2249,Terra,MODIS,63,6.2,283.5,12.6,N,0
49509,41.2936,-7.9375,306.4,1.3,1.1,2016-05-01,2249,Terra,MODIS,68,6.2,282.9,14.1,N,0
49510,38.1682,-8.4296,323.3,1.6,1.3,2016-05-02,1407,Aqua,MODIS,75,6.2,307.2,20.3,D,0
49511,41.2378,-8.4583,312.2,1.8,1.3,2016-05-02,1407,Aqua,MODIS,58,6.2,300.3,9.1,D,0
49512,41.7216,-8.2199,317.2,1.0,1.0,2016-05-03,1131,Terra,MODIS,69,6.2,302.0,9.6,D,0
49513,41.0659,-8.1614,316.8,1.0,1.0,2016-05-03,1131,Terra,MODIS,67,6.2,298.8,10.5,D,0
49514,41.5729,-7.9029,325.5,1.0,1.0,2016-05-03,1131,Terra,MODIS,79,6.2,301.8,17.4,D,0
49515,41.56399999999999,-7.9051,351.8,1.0,1.0,2016-05-03,1131,Terra,MODIS,96,6.2,302.1,60.6,D,0
49516,41.6959,-7.981,321.4,1.0,1.0,2016-05-03,1131,Terra,MODIS,71,6.2,300.8,13.4,D,0
49517,41.4352,-7.7856,337.9,1.0,1.0,2016-05-03,1131,Terra,MODIS,89,6.2,299.8,35.7,D,0
49518,41.643,-8.0007,311.1,1.0,1.0,2016-05-03,1131,Terra,MODIS,53,6.2,300.6,4.6,D,0
49519,41.6976,-7.9928,312.8,1.0,1.0,2016-05-03,1131,Terra,MODIS,55,6.2,299.7,5.8,D,0
49520,41.4334,-7.7738,316.9,1.0,1.0,2016-05-03,1131,Terra,MODIS,68,6.2,299.0,10.6,D,0
49521,40.2938,-7.8274,322.3,1.0,1.0,2016-05-03,1132,Terra,MODIS,75,6.2,301.5,13.8,D,0
49522,41.5519,-7.9161,314.7,1.6,1.3,2016-05-03,1312,Aqua,MODIS,65,6.2,301.4,17.3,D,0
49523,41.5562,-7.895,313.9,1.6,1.3,2016-05-03,1312,Aqua,MODIS,64,6.2,302.1,15.9,D,0
49524,41.5674,-7.8976,335.0,1.6,1.3,2016-05-03,1312,Aqua,MODIS,87,6.2,302.5,62.9,D,0
49525,41.5632,-7.9188,340.8,1.6,1.3,2016-05-03,1312,Aqua,MODIS,91,6.2,301.6,81.8,D,0
49526,41.4952,-8.0195,311.9,1.7,1.3,2016-05-03,1312,Aqua,MODIS,54,6.2,300.8,11.1,D,0
49527,39.6739,-7.6719,323.9,1.8,1.3,2016-05-03,1312,Aqua,MODIS,77,6.2,303.9,35.0,D,0
49528,39.6701,-7.6903,315.3,1.8,1.3,2016-05-03,1312,Aqua,MODIS,63,6.2,300.5,16.2,D,0
49529,41.6879,-7.9979,311.1,1.6,1.3,2016-05-03,1312,Aqua,MODIS,49,6.2,300.5,11.0,D,0
49530,39.674,-7.6759,307.5,1.0,1.0,2016-05-03,2236,Terra,MODIS,72,6.2,287.9,9.5,N,0
49531,41.9531,-8.5936,310.9,1.0,1.0,2016-05-03,2237,Terra,MODIS,81,6.2,286.6,12.3,N,0
49532,41.9514,-8.6056,305.8,1.0,1.0,2016-05-03,2237,Terra,MODIS,66,6.2,286.0,8.7,N,0
49533,41.6407,-8.2499,310.8,1.0,1.0,2016-05-03,2237,Terra,MODIS,81,6.2,288.9,11.9,N,0
49534,41.6391,-8.2619,300.8,1.0,1.0,2016-05-03,2237,Terra,MODIS,34,6.2,288.9,5.6,N,0
49535,41.4457,-6.9132,315.9,1.5,1.2,2016-05-04,1355,Aqua,MODIS,68,6.2,289.3,16.9,D,0
49536,41.9951,-8.5766,334.4,1.2,1.1,2016-05-04,1355,Aqua,MODIS,88,6.2,293.1,41.7,D,0
49537,41.9877,-8.4625,307.3,1.2,1.1,2016-05-04,1355,Aqua,MODIS,37,6.2,287.5,5.0,D,0
49538,41.2612,-8.5093,324.6,1.2,1.1,2016-05-04,1355,Aqua,MODIS,78,6.2,304.8,16.0,D,0
49539,41.2595,-8.5237,357.1,1.2,1.1,2016-05-04,1355,Aqua,MODIS,98,6.2,307.2,90.3,D,0
49540,41.2611,-8.5148,343.0,1.2,1.1,2016-05-04,1355,Aqua,MODIS,92,6.2,305.7,50.2,D,0
49541,41.2595,-8.5293,333.0,1.2,1.1,2016-05-04,1355,Aqua,MODIS,85,6.2,306.1,28.8,D,0
49542,40.8778,-8.631,312.3,1.0,1.0,2016-05-15,1336,Aqua,MODIS,35,6.2,298.0,7.1,D,0
49543,41.9162,-6.8831,318.3,1.7,1.3,2016-05-16,1101,Terra,MODIS,77,6.2,295.6,29.2,D,0
49544,41.9195,-6.8895,311.0,1.7,1.3,2016-05-16,1101,Terra,MODIS,55,6.2,295.2,14.4,D,0
49545,41.9177,-6.8695,313.5,1.7,1.3,2016-05-16,1101,Terra,MODIS,71,6.2,293.9,18.4,D,0
49546,41.9145,-6.8634,305.2,1.7,1.3,2016-05-16,1101,Terra,MODIS,53,6.2,293.6,7.2,D,0
49547,39.0521,-8.9053,311.4,1.2,1.1,2016-05-17,1144,Terra,MODIS,58,6.2,298.2,8.3,D,0
49548,41.5825,-7.8663,305.8,3.0,1.6,2016-05-18,1048,Terra,MODIS,29,6.2,288.4,26.0,D,0
49549,41.5881,-8.2341,314.1,1.3,1.1,2016-05-20,1355,Aqua,MODIS,57,6.2,301.7,6.9,D,0
49550,41.138000000000005,-7.9802,311.7,1.9,1.4,2016-06-01,1101,Terra,MODIS,55,6.2,297.3,18.1,D,0
49551,41.1139,-8.0333,304.5,4.7,2.0,2016-06-01,1241,Aqua,MODIS,34,6.2,293.6,34.6,D,0
49552,37.9339,-7.7083,321.0,2.0,1.4,2016-06-04,1311,Aqua,MODIS,69,6.2,304.0,24.6,D,0
49553,41.9185,-6.8791,311.0,2.1,1.4,2016-06-06,1259,Aqua,MODIS,63,6.2,292.3,25.6,D,0
49554,40.7098,-8.4859,316.1,1.0,1.0,2016-06-11,1138,Terra,MODIS,62,6.2,301.7,9.2,D,0
49555,37.0717,-7.8533,328.2,1.0,1.0,2016-06-13,1127,Terra,MODIS,74,6.2,310.5,10.7,D,0
49556,37.4444,-7.7482,325.6,1.0,1.0,2016-06-13,1127,Terra,MODIS,64,6.2,309.9,7.2,D,0
49557,37.5378,-8.7459,324.5,2.9,1.6,2016-06-13,1304,Aqua,MODIS,61,6.2,297.4,80.1,D,0
49558,40.5412,-8.6288,310.2,1.1,1.1,2016-06-18,1144,Terra,MODIS,58,6.2,296.2,5.9,D,0
49559,40.5579,-8.5548,311.2,1.1,1.1,2016-06-18,1144,Terra,MODIS,56,6.2,298.1,6.3,D,0
49561,38.1857,-8.5216,332.0,1.5,1.2,2016-06-18,1323,Aqua,MODIS,80,6.2,309.3,32.4,D,0
49562,38.1792,-8.5262,322.0,1.5,1.2,2016-06-18,1323,Aqua,MODIS,59,6.2,307.8,11.9,D,0
49563,38.1823,-8.51,326.7,1.5,1.2,2016-06-18,1323,Aqua,MODIS,71,6.2,307.5,20.4,D,0
49564,39.6635,-7.6142,322.8,1.8,1.3,2016-06-20,1311,Aqua,MODIS,60,6.2,308.6,15.2,D,0
49565,39.0763,-9.2419,317.8,1.0,1.0,2016-06-20,2237,Terra,MODIS,96,6.2,289.2,17.3,N,0
49566,38.5805,-8.9978,324.0,3.2,1.7,2016-06-21,1215,Terra,MODIS,72,6.2,302.9,66.3,D,0
49567,37.4405,-7.7585,329.5,1.0,1.0,2016-06-23,1341,Aqua,MODIS,71,6.2,313.4,8.2,D,0
49568,37.4421,-7.7473,333.2,1.0,1.0,2016-06-23,1341,Aqua,MODIS,77,6.2,313.0,13.3,D,0
49569,40.8217,-7.1978,319.7,1.4,1.2,2016-06-24,1107,Terra,MODIS,63,6.2,301.2,11.5,D,0
49570,40.7085,-8.488,315.8,1.1,1.1,2016-06-25,1330,Aqua,MODIS,31,6.2,303.6,8.4,D,0
49571,41.2964,-7.4229,330.5,1.3,1.1,2016-06-27,1317,Aqua,MODIS,79,6.2,302.9,31.6,D,0
49572,41.2991,-7.4084,329.0,1.3,1.1,2016-06-27,1317,Aqua,MODIS,77,6.2,304.9,27.7,D,0
49573,41.2898,-7.4157,340.0,1.3,1.1,2016-06-27,1317,Aqua,MODIS,88,6.2,302.7,54.0,D,0
49574,41.1273,-6.7889,303.4,1.2,1.1,2016-06-27,2243,Terra,MODIS,55,6.2,292.8,6.5,N,0
49575,39.1802,-9.1264,319.1,1.0,1.0,2016-06-30,1347,Aqua,MODIS,33,6.2,302.0,8.0,D,0
49576,38.1156,-7.6352,301.6,2.8,1.6,2016-06-30,2313,Terra,MODIS,42,6.2,290.7,21.0,N,0
49577,38.1178,-7.6413,302.0,2.8,1.6,2016-06-30,2313,Terra,MODIS,46,6.2,290.5,22.8,N,0
49578,41.7401,-7.9826,316.8,1.9,1.3,2016-07-02,2302,Terra,MODIS,94,6.2,290.0,41.4,N,0
49579,40.6526,-8.0214,327.4,2.8,1.6,2016-07-03,1418,Aqua,MODIS,75,6.2,302.7,74.0,D,0
49580,40.6564,-8.0308,329.3,2.8,1.6,2016-07-03,1418,Aqua,MODIS,77,6.2,302.8,85.8,D,0
49581,40.555,-8.552999999999999,315.6,1.1,1.1,2016-07-04,1144,Terra,MODIS,46,6.2,301.3,7.0,D,0
49582,38.7704,-8.1392,327.5,1.0,1.0,2016-07-06,1132,Terra,MODIS,79,6.2,304.8,11.2,D,0
49583,41.1139,-6.7646,320.5,1.0,1.0,2016-07-11,224,Aqua,MODIS,100,6.2,291.6,20.3,N,0
49584,38.3482,-7.8894,322.6,2.1,1.4,2016-07-12,1412,Aqua,MODIS,50,6.2,307.1,23.1,D,0
49585,38.347,-7.8944,325.0,2.1,1.4,2016-07-12,1412,Aqua,MODIS,62,6.2,307.4,29.3,D,0
49586,39.2821,-7.7677,340.3,1.5,1.2,2016-07-13,1317,Aqua,MODIS,86,6.2,314.0,51.3,D,0
49587,39.2787,-7.7848,330.8,1.5,1.2,2016-07-13,1317,Aqua,MODIS,74,6.2,312.0,25.2,D,0
49588,39.2801,-7.7602,329.0,1.5,1.2,2016-07-13,1317,Aqua,MODIS,71,6.2,314.2,21.6,D,0
49589,39.2768,-7.7774,349.8,1.5,1.2,2016-07-13,1317,Aqua,MODIS,93,6.2,313.6,86.6,D,0
49590,40.454,-8.6011,320.4,1.4,1.2,2016-07-14,1400,Aqua,MODIS,52,6.2,306.6,10.5,D,0
49591,40.8328,-8.3149,335.6,2.5,1.5,2016-07-15,159,Aqua,MODIS,100,6.2,293.1,140.5,N,0
49592,40.835,-8.3479,322.7,2.5,1.5,2016-07-15,159,Aqua,MODIS,100,6.2,293.5,78.0,N,0
49593,40.8191,-8.3166,312.6,2.5,1.5,2016-07-15,159,Aqua,MODIS,85,6.2,291.2,43.9,N,0
49594,39.8244,-7.9727,328.3,1.0,1.0,2016-07-15,1126,Terra,MODIS,70,6.2,305.0,18.4,D,0
49595,38.9596,-9.2631,333.7,1.1,1.0,2016-07-15,1126,Terra,MODIS,76,6.2,309.4,22.8,D,0
49596,40.842,-8.3391,341.7,1.0,1.0,2016-07-15,1126,Terra,MODIS,89,6.2,303.5,39.5,D,0
49597,40.8404,-8.3268,328.6,1.0,1.0,2016-07-15,1126,Terra,MODIS,71,6.2,303.0,19.3,D,0
49598,40.833,-8.341000000000001,326.1,1.0,1.0,2016-07-15,1126,Terra,MODIS,73,6.2,306.5,17.3,D,0
49599,40.8313,-8.3285,347.7,1.0,1.0,2016-07-15,1126,Terra,MODIS,93,6.2,308.4,52.8,D,0
49600,40.8222,-8.3305,331.7,1.0,1.0,2016-07-15,1126,Terra,MODIS,80,6.2,306.8,24.1,D,0
49601,41.4427,-8.0818,320.4,1.0,1.0,2016-07-15,1126,Terra,MODIS,62,6.2,303.4,11.9,D,0
49602,41.0024,-8.4423,339.4,1.0,1.0,2016-07-15,1126,Terra,MODIS,88,6.2,302.8,37.0,D,0
49603,41.0115,-8.4403,336.5,1.0,1.0,2016-07-15,1126,Terra,MODIS,85,6.2,304.8,32.1,D,0
49604,41.6171,-8.2194,336.2,1.0,1.0,2016-07-15,1126,Terra,MODIS,85,6.2,304.8,30.5,D,0
49605,39.826,-7.9843,355.5,1.0,1.0,2016-07-15,1126,Terra,MODIS,97,6.2,306.2,67.4,D,0
49606,40.8279,-8.4435,321.7,1.0,1.0,2016-07-15,1126,Terra,MODIS,65,6.2,304.8,10.0,D,0
49607,41.1382,-8.4183,339.4,1.0,1.0,2016-07-15,1126,Terra,MODIS,87,6.2,307.8,33.2,D,0
49608,41.1365,-8.4059,389.5,1.0,1.0,2016-07-15,1126,Terra,MODIS,100,6.2,313.1,197.5,D,0
49609,39.4512,-8.4768,330.0,2.5,1.5,2016-07-15,1305,Aqua,MODIS,76,6.2,310.8,62.3,D,0
49610,39.4447,-8.5049,349.8,2.5,1.5,2016-07-15,1305,Aqua,MODIS,94,6.2,311.3,188.8,D,0
49611,41.2277,-8.4431,365.7,2.2,1.5,2016-07-15,1305,Aqua,MODIS,100,6.2,307.9,304.2,D,0
49612,40.8223,-8.3277,335.6,2.3,1.5,2016-07-15,1305,Aqua,MODIS,84,6.2,302.6,99.1,D,0
49613,40.8318,-8.3377,321.4,2.3,1.5,2016-07-15,1305,Aqua,MODIS,63,6.2,300.7,38.5,D,0
49614,41.2219,-8.4686,343.1,2.3,1.5,2016-07-15,1305,Aqua,MODIS,90,6.2,305.4,129.0,D,0
49615,41.4429,-8.0994,305.6,1.0,1.0,2016-07-15,2231,Terra,MODIS,65,6.2,291.0,7.0,N,0
49616,41.1576,-8.2997,316.5,1.0,1.0,2016-07-16,242,Aqua,MODIS,93,6.2,291.8,16.0,N,0
49617,40.6343,-7.7705,300.8,1.1,1.0,2016-07-16,242,Aqua,MODIS,34,6.2,289.3,5.9,N,0
49618,40.8203,-8.3375,308.4,1.0,1.0,2016-07-16,242,Aqua,MODIS,75,6.2,291.4,9.2,N,0
49619,40.6322,-7.7583,309.2,1.1,1.0,2016-07-16,242,Aqua,MODIS,77,6.2,289.8,11.6,N,0
49620,38.9757,-9.1617,332.3,1.0,1.0,2016-07-16,1347,Aqua,MODIS,69,6.2,311.2,15.9,D,0
49621,41.1959,-8.3769,329.1,1.1,1.0,2016-07-16,1348,Aqua,MODIS,69,6.2,309.7,14.6,D,0
49622,41.0029,-8.45,347.8,1.1,1.0,2016-07-16,1348,Aqua,MODIS,92,6.2,311.7,48.3,D,0
49623,41.0045,-8.4375,362.0,1.1,1.0,2016-07-16,1348,Aqua,MODIS,100,6.2,309.7,86.0,D,0
49624,41.0112,-8.4456,326.0,1.1,1.0,2016-07-16,1348,Aqua,MODIS,61,6.2,311.3,12.2,D,0
49625,38.5544,-7.9599,325.0,1.9,1.4,2016-07-18,1157,Terra,MODIS,64,6.2,311.6,19.7,D,0
49626,38.5785,-7.9398,378.1,1.0,1.0,2016-07-18,1335,Aqua,MODIS,100,6.2,323.0,130.1,D,0
49627,38.5767,-7.9515,341.2,1.0,1.0,2016-07-18,1335,Aqua,MODIS,83,6.2,316.4,24.6,D,0
49628,38.5893,-7.9305,330.6,1.0,1.0,2016-07-18,1335,Aqua,MODIS,19,6.2,314.9,9.0,D,0
49629,38.5857,-7.9538,351.8,1.0,1.0,2016-07-18,1335,Aqua,MODIS,94,6.2,317.7,47.7,D,0
49630,40.3143,-7.973,321.5,1.0,1.0,2016-07-18,1335,Aqua,MODIS,33,6.2,307.5,7.4,D,0
49631,38.5875,-7.9421,411.3,1.0,1.0,2016-07-18,1335,Aqua,MODIS,100,6.2,321.9,321.7,D,0
